quarter,industry1,industry2,industry3,recruitment_rate,resignation_rate
2017-Q4,services,accommodation and food services,accommodation,2.1,1.8
2017-Q4,services,accommodation and food services,food and beverage services,4.3,3.9
2017-Q4,services,information and communications,"telecommunications, broadcasting and publishing",1.6,1.1
2017-Q4,services,information and communications,it and other information services,2.3,1.9
2017-Q4,services,financial and insurance services,financial services,1.8,1.2
2017-Q4,services,financial and insurance services,insurance services,1.8,1.5
2017-Q4,services,real estate services,real estate services,2.9,2.3
2017-Q4,services,professional services,"legal, accounting and management services",1.9,1.5
2017-Q4,services,professional services,architectural and engineering services,1.7,1.6
2017-Q4,services,professional services,other professional services,2.1,1.6
2017-Q4,services,administrative and support services,security and investigation,4.1,3
2017-Q4,services,administrative and support services,cleaning and landscaping,4.9,4.3
2017-Q4,services,administrative and support services,other adminstrative and support services,4.9,2.9
2017-Q4,services,"community, social and personal services",public administration and education,0.8,0.5
2017-Q4,services,"community, social and personal services",health and social services,1.4,0.9
2017-Q4,services,"community, social and personal services","arts, entertainment and recreation",1.7,1.3
2017-Q4,services,"community, social and personal services","other community, social and personal services",2,2
2017-Q4,others,others,others,1.3,1
2018-Q1,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3,2.7
2018-Q1,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",1.9,1.8
2018-Q1,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",1.4,0.9
2018-Q1,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",1.8,1.5
2018-Q1,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",1.6,1.9
2018-Q1,manufacturing,transport equipment,transport equipment,1.1,1.3
2018-Q1,manufacturing,other manufacturing industries,other manufacturing industries,1.4,1.4
2018-Q1,construction,construction,construction,1.8,1.6
2018-Q1,services,wholesale and retail trade,wholesale trade,1.9,1.6
2018-Q1,services,wholesale and retail trade,retail trade,3.8,3.7
2018-Q1,services,transportation and storage,land transport and supporting services,1.9,1.4
2018-Q1,services,transportation and storage,water transport and supporting services,1.1,1
2018-Q1,services,transportation and storage,air transport and supporting services,1.4,1
2018-Q1,services,transportation and storage,other transport and storage services,2.4,2.1
2018-Q1,services,accommodation and food services,accommodation,2.4,2.5
2018-Q1,services,accommodation and food services,food and beverage services,3.8,3.4
2018-Q1,services,information and communications,"telecommunications, broadcasting and publishing",1.6,1.5
2018-Q1,services,information and communications,it and other information services,2.4,1.8
2018-Q1,services,financial and insurance services,financial services,1.7,1
2018-Q1,services,financial and insurance services,insurance services,2,1.3
2018-Q1,services,real estate services,real estate services,3.3,2.4
2018-Q1,services,professional services,"legal, accounting and management services",2.3,1.6
2018-Q1,services,professional services,architectural and engineering services,2.9,1.6
2018-Q1,services,professional services,other professional services,2.1,1.7
2018-Q1,services,administrative and support services,security and investigation,4.1,3.2
2018-Q1,services,administrative and support services,cleaning and landscaping,4.9,4.3
2018-Q1,services,administrative and support services,other adminstrative and support services,5.5,2.3
2018-Q1,services,"community, social and personal services",public administration and education,1.1,0.7
2018-Q1,services,"community, social and personal services",health and social services,1.6,1.3
2018-Q1,services,"community, social and personal services","arts, entertainment and recreation",1.8,1.5
2018-Q1,services,"community, social and personal services","other community, social and personal services",2.4,2.2
2018-Q1,others,others,others,1.5,1.8
2018-Q2,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3.6,3.3
2018-Q2,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",2.1,2.2
2018-Q2,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",1.3,0.9
2018-Q2,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",2.2,1.7
2018-Q2,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",2.2,1.8
2018-Q2,manufacturing,transport equipment,transport equipment,1.8,1.5
2018-Q2,manufacturing,other manufacturing industries,other manufacturing industries,1.7,1.4
2018-Q2,construction,construction,construction,2.3,2
2018-Q2,services,wholesale and retail trade,wholesale trade,2.2,1.8
2018-Q2,services,wholesale and retail trade,retail trade,3.7,3.3
2018-Q2,services,transportation and storage,land transport and supporting services,2,1.6
2018-Q2,services,transportation and storage,water transport and supporting services,1.4,1.1
2018-Q2,services,transportation and storage,air transport and supporting services,2.1,1
2018-Q2,services,transportation and storage,other transport and storage services,3,2.1
2018-Q2,services,accommodation and food services,accommodation,3.5,3.1
2018-Q2,services,accommodation and food services,food and beverage services,4.2,3.8
2018-Q2,services,information and communications,"telecommunications, broadcasting and publishing",1.9,1.3
2018-Q2,services,information and communications,it and other information services,2.8,2
2018-Q2,services,financial and insurance services,financial services,2.2,1.5
2018-Q2,services,financial and insurance services,insurance services,2.2,1.9
2018-Q2,services,real estate services,real estate services,3.8,2.8
2018-Q2,services,professional services,"legal, accounting and management services",2.1,1.7
2018-Q2,services,professional services,architectural and engineering services,3.3,1.7
2018-Q2,services,professional services,other professional services,2.3,1.9
2018-Q2,services,administrative and support services,security and investigation,4,3.2
2018-Q2,services,administrative and support services,cleaning and landscaping,5.2,4.5
2018-Q2,services,administrative and support services,other adminstrative and support services,5.5,2.7
2018-Q2,services,"community, social and personal services",public administration and education,1,0.8
2018-Q2,services,"community, social and personal services",health and social services,1.8,1.2
2018-Q2,services,"community, social and personal services","arts, entertainment and recreation",2,1.9
2018-Q2,services,"community, social and personal services","other community, social and personal services",2.8,2.7
2018-Q2,others,others,others,1.8,1.4
2018-Q3,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3.1,2.8
2018-Q3,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",1.8,1.6
2018-Q3,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",1.5,1
2018-Q3,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",2.1,1.5
2018-Q3,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",2.1,1.6
2018-Q3,manufacturing,transport equipment,transport equipment,2,1.2
2018-Q3,manufacturing,other manufacturing industries,other manufacturing industries,1.8,1.6
2018-Q3,construction,construction,construction,2,1.7
2018-Q3,services,wholesale and retail trade,wholesale trade,2.1,1.5
2018-Q3,services,wholesale and retail trade,retail trade,2.8,2.8
